SRC_random Query: Small,Depth,BBoxes,Data Size
"[185255, 349151, 231870, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[73298, 365959, 119913, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[382257, 334243, 428872, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[163508, 421552, 210123, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[74758, 211354, 121373, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[427202, 162154, 473817, 208769]",1,"[69337, 9783, 474275, 219328]",309
"[399122, 365160, 445737, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[71845, 280226, 118460, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[419939, 107274, 466554, 153889]",1,"[69337, 9783, 474275, 219328]",309
"[28136, 418170, 74751, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[213651, 241204, 260266, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[202932, 404801, 249547, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[107982, 246914, 154597, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[195053, 422073, 241668, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[339474, 47616, 386089, 94231]",1,"[69337, 9783, 474275, 219328]",309
"[31521, 29078, 78136, 75693]",0,"[8117, 9783, 474275, 219328]",617
"[263007, 142012, 309622, 188627]",1,"[69337, 9783, 474275, 219328]",309
"[22092, 280779, 68707, 219328]",1,"[8117, 9783, 69337, 219328]",308
"[357560, 306571, 404175, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[307903, 121352, 354518, 167967]",1,"[69337, 9783, 474275, 219328]",309
"[128522, 57125, 175137, 103740]",1,"[69337, 9783, 474275, 219328]",309
"[415144, 337069, 461759, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[416744, 271526, 463359, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[374333, 282692, 420948, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[228376, 273986, 274991, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[168188, 67594, 214803, 114209]",1,"[69337, 9783, 474275, 219328]",309
"[84500, 231448, 131115, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[304870, 229396, 351485, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[52173, 63043, 98788, 109658]",1,"[42574, 9783, 114520, 219328]",308
"[226032, 41106, 272647, 87721]",1,"[69337, 9783, 474275, 219328]",309
"[60132, 225781, 106747, 219328]",1,"[42574, 9783, 114520, 219328]",308
"[413820, 89988, 460435, 136603]",1,"[69337, 9783, 474275, 219328]",309
"[393090, 24213, 439705, 70828]",1,"[69337, 9783, 474275, 219328]",309
"[423008, 242326, 469623, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[234130, 367997, 280745, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[226755, 23916, 273370, 70531]",1,"[69337, 9783, 474275, 219328]",309
"[268491, 178247, 315106, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[386937, 140544, 433552, 187159]",1,"[69337, 9783, 474275, 219328]",309
"[49293, 192930, 95908, 219328]",1,"[42574, 9783, 114520, 219328]",308
"[44989, 71754, 91604, 118369]",1,"[42574, 9783, 114520, 219328]",308
"[196469, 370806, 243084, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[23519, 189229, 70134, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[190505, 101391, 237120, 148006]",1,"[69337, 9783, 474275, 219328]",309
"[13341, 128961, 59956, 175576]",1,"[8117, 9783, 69337, 219328]",308
"[199902, 45088, 246517, 91703]",1,"[69337, 9783, 474275, 219328]",309
"[320901, 83242, 367516, 129857]",1,"[69337, 9783, 474275, 219328]",309
"[117157, 9811, 163772, 56426]",1,"[69337, 9783, 474275, 219328]",309
"[115486, 353632, 162101, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[361360, 391949, 407975, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[72703, 400272, 119318, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[11883, 161871, 58498, 208486]",1,"[8117, 9783, 69337, 219328]",308
"[201647, 369596, 248262, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[21040, 325231, 67655, 219328]",1,"[8117, 9783, 69337, 219328]",308
"[130204, 82506, 176819, 129121]",1,"[69337, 9783, 474275, 219328]",309
"[106154, 246168, 152769, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[67042, 258041, 113657, 219328]",1,"[42574, 9783, 114520, 219328]",308
"[188707, 379040, 235322, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[143498, 76357, 190113, 122972]",1,"[69337, 9783, 474275, 219328]",309
"[22763, 117231, 69378, 163846]",0,"[8117, 9783, 474275, 219328]",617
"[198035, 183760, 244650, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[256299, 161540, 302914, 208155]",1,"[69337, 9783, 474275, 219328]",309
"[163487, 298155, 210102, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[341519, 179550, 388134, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[104609, 319029, 151224, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[50484, 61898, 97099, 108513]",1,"[42574, 9783, 114520, 219328]",308
"[287681, 312649, 334296, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[169473, 90117, 216088, 136732]",1,"[69337, 9783, 474275, 219328]",309
"[205558, 85148, 252173, 131763]",1,"[69337, 9783, 474275, 219328]",309
"[73776, 124937, 120391, 171552]",1,"[69337, 9783, 474275, 219328]",309
"[173735, 274629, 220350, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[135434, 132193, 182049, 178808]",1,"[69337, 9783, 474275, 219328]",309
"[403880, 104556, 450495, 151171]",1,"[69337, 9783, 474275, 219328]",309
"[160716, 203394, 207331, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[228205, 355822, 274820, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[32368, 77445, 78983, 124060]",0,"[8117, 9783, 474275, 219328]",617
"[323323, 18890, 369938, 65505]",1,"[69337, 9783, 474275, 219328]",309
"[214582, 48970, 261197, 95585]",1,"[69337, 9783, 474275, 219328]",309
"[376256, 46500, 422871, 93115]",1,"[69337, 9783, 474275, 219328]",309
"[77333, 228439, 123948, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[165081, 296882, 211696, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[226613, 396550, 273228, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[82714, 318011, 129329, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[229465, 164369, 276080, 210984]",1,"[69337, 9783, 474275, 219328]",309
"[342070, 194010, 388685, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[52448, 138171, 99063, 184786]",1,"[42574, 9783, 114520, 219328]",308
"[241326, 339875, 287941, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[201713, 342111, 248328, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[285574, 38450, 332189, 85065]",1,"[69337, 9783, 474275, 219328]",309
"[205475, 222354, 252090, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[12535, 226863, 59150, 219328]",1,"[8117, 9783, 69337, 219328]",308
"[389893, 176240, 436508, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[239483, 115066, 286098, 161681]",1,"[69337, 9783, 474275, 219328]",309
"[202940, 161896, 249555, 208511]",1,"[69337, 9783, 474275, 219328]",309
"[254997, 55856, 301612, 102471]",1,"[69337, 9783, 474275, 219328]",309
"[105350, 425721, 151965, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[65062, 153329, 111677, 199944]",1,"[42574, 9783, 114520, 219328]",308
"[66920, 300764, 113535, 219328]",1,"[42574, 9783, 114520, 219328]",308
"[325597, 368932, 372212, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[88793, 425270, 135408, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[376480, 242035, 423095, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[217190, 105309, 263805, 151924]",1,"[69337, 9783, 474275, 219328]",309
"[410581, 229211, 457196, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[234460, 99729, 281075, 146344]",1,"[69337, 9783, 474275, 219328]",309
"[138118, 245853, 184733, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[186578, 282502, 233193, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[82863, 194431, 129478, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[250566, 339213, 297181, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[342247, 53467, 388862, 100082]",1,"[69337, 9783, 474275, 219328]",309
"[261499, 403972, 308114, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[114882, 162639, 161497, 209254]",1,"[69337, 9783, 474275, 219328]",309
"[9083, 374589, 55698, 219328]",1,"[8117, 9783, 69337, 219328]",308
"[243568, 332512, 290183, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[250343, 12194, 296958, 58809]",1,"[69337, 9783, 474275, 219328]",309
"[122796, 164648, 169411, 211263]",1,"[69337, 9783, 474275, 219328]",309
"[68125, 411102, 114740, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[337852, 166011, 384467, 212626]",1,"[69337, 9783, 474275, 219328]",309
"[293963, 327492, 340578, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[90021, 230524, 136636, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[378418, 402042, 425033, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[255284, 56641, 301899, 103256]",1,"[69337, 9783, 474275, 219328]",309
"[363677, 269044, 410292, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[406622, 129941, 453237, 176556]",1,"[69337, 9783, 474275, 219328]",309
"[293193, 407621, 339808, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[220613, 154963, 267228, 201578]",1,"[69337, 9783, 474275, 219328]",309
"[339501, 19451, 386116, 66066]",1,"[69337, 9783, 474275, 219328]",309
"[71467, 149715, 118082, 196330]",1,"[69337, 9783, 474275, 219328]",309
"[358597, 29375, 405212, 75990]",1,"[69337, 9783, 474275, 219328]",309
"[8249, 142636, 54864, 189251]",1,"[8117, 9783, 69337, 219328]",308
"[217008, 283945, 263623, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[313051, 380342, 359666, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[215858, 241207, 262473, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[61611, 399524, 108226, 219328]",1,"[42574, 9783, 114520, 219328]",308
"[140556, 193621, 187171, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[156698, 404071, 203313, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[360725, 110893, 407340, 157508]",1,"[69337, 9783, 474275, 219328]",309
"[320283, 52817, 366898, 99432]",1,"[69337, 9783, 474275, 219328]",309
"[26703, 45056, 73318, 91671]",0,"[8117, 9783, 474275, 219328]",617
"[423477, 145735, 470092, 192350]",1,"[69337, 9783, 474275, 219328]",309
"[168341, 287897, 214956, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[186317, 70079, 232932, 116694]",1,"[69337, 9783, 474275, 219328]",309
"[286086, 138689, 332701, 185304]",1,"[69337, 9783, 474275, 219328]",309
"[407624, 93866, 454239, 140481]",1,"[69337, 9783, 474275, 219328]",309
"[43817, 225607, 90432, 219328]",1,"[42574, 9783, 114520, 219328]",308
"[159999, 156358, 206614, 202973]",1,"[69337, 9783, 474275, 219328]",309
"[280659, 78592, 327274, 125207]",1,"[69337, 9783, 474275, 219328]",309
"[309048, 282351, 355663, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[336918, 118363, 383533, 164978]",1,"[69337, 9783, 474275, 219328]",309
"[286710, 63327, 333325, 109942]",1,"[69337, 9783, 474275, 219328]",309
"[223496, 340827, 270111, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[293105, 219621, 339720, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[396838, 416301, 443453, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[421348, 154191, 467963, 200806]",1,"[69337, 9783, 474275, 219328]",309
"[161342, 240043, 207957, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[203049, 306034, 249664, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[337795, 80370, 384410, 126985]",1,"[69337, 9783, 474275, 219328]",309
"[90466, 72760, 137081, 119375]",1,"[69337, 9783, 474275, 219328]",309
"[373562, 71303, 420177, 117918]",1,"[69337, 9783, 474275, 219328]",309
"[208094, 218470, 254709, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[318003, 253453, 364618, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[81272, 301515, 127887, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[358476, 164858, 405091, 211473]",1,"[69337, 9783, 474275, 219328]",309
"[193745, 339525, 240360, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[255929, 397319, 302544, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[225752, 122417, 272367, 169032]",1,"[69337, 9783, 474275, 219328]",309
"[258053, 264419, 304668, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[372337, 271082, 418952, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[174966, 266444, 221581, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[349981, 39690, 396596, 86305]",1,"[69337, 9783, 474275, 219328]",309
"[240891, 165500, 287506, 212115]",1,"[69337, 9783, 474275, 219328]",309
"[82991, 398821, 129606, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[267913, 35592, 314528, 82207]",1,"[69337, 9783, 474275, 219328]",309
"[333774, 121213, 380389, 167828]",1,"[69337, 9783, 474275, 219328]",309
"[21510, 194449, 68125, 219328]",1,"[8117, 9783, 69337, 219328]",308
"[255333, 213095, 301948, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[13417, 284326, 60032, 219328]",1,"[8117, 9783, 69337, 219328]",308
"[42959, 368248, 89574, 219328]",1,"[42574, 9783, 114520, 219328]",308
"[50779, 367934, 97394, 219328]",1,"[42574, 9783, 114520, 219328]",308
"[397114, 358869, 443729, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[215271, 11484, 261886, 58099]",1,"[69337, 9783, 474275, 219328]",309
"[197530, 29706, 244145, 76321]",1,"[69337, 9783, 474275, 219328]",309
"[69014, 333635, 115629, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[10078, 149846, 56693, 196461]",1,"[8117, 9783, 69337, 219328]",308
"[343857, 374953, 390472, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[161485, 389326, 208100, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[126966, 81873, 173581, 128488]",1,"[69337, 9783, 474275, 219328]",309
"[402179, 308455, 448794, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[159072, 108363, 205687, 154978]",1,"[69337, 9783, 474275, 219328]",309
"[63408, 235667, 110023, 219328]",1,"[42574, 9783, 114520, 219328]",308
"[249758, 383688, 296373, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[181234, 209511, 227849, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[96331, 181496, 142946, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[229214, 347858, 275829, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[368550, 236323, 415165, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[85721, 242626, 132336, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[379746, 85449, 426361, 132064]",1,"[69337, 9783, 474275, 219328]",309
"[282928, 173829, 329543, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[75867, 117622, 122482, 164237]",1,"[69337, 9783, 474275, 219328]",309
"[106066, 240966, 152681, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[191181, 421957, 237796, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[211999, 232140, 258614, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[266044, 212346, 312659, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[390733, 123543, 437348, 170158]",1,"[69337, 9783, 474275, 219328]",309
"[425231, 110979, 471846, 157594]",1,"[69337, 9783, 474275, 219328]",309
"[238422, 115212, 285037, 161827]",1,"[69337, 9783, 474275, 219328]",309
"[315627, 380359, 362242, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[34223, 211722, 80838, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[25564, 130815, 72179, 177430]",0,"[8117, 9783, 474275, 219328]",617
"[340083, 52501, 386698, 99116]",1,"[69337, 9783, 474275, 219328]",309
"[106030, 198753, 152645, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[37996, 397748, 84611, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[342651, 363318, 389266, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[99014, 130309, 145629, 176924]",1,"[69337, 9783, 474275, 219328]",309
"[328341, 164106, 374956, 210721]",1,"[69337, 9783, 474275, 219328]",309
"[329246, 53535, 375861, 100150]",1,"[69337, 9783, 474275, 219328]",309
"[377700, 276614, 424315, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[402115, 157237, 448730, 203852]",1,"[69337, 9783, 474275, 219328]",309
"[412568, 193227, 459183, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[223826, 248395, 270441, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[36397, 339403, 83012, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[373443, 278714, 420058, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[357098, 348124, 403713, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[294997, 393162, 341612, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[233877, 312707, 280492, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[246459, 265124, 293074, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[141680, 377276, 188295, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[257495, 121058, 304110, 167673]",1,"[69337, 9783, 474275, 219328]",309
"[184903, 147510, 231518, 194125]",1,"[69337, 9783, 474275, 219328]",309
"[30260, 31084, 76875, 77699]",0,"[8117, 9783, 474275, 219328]",617
"[35670, 93501, 82285, 140116]",0,"[8117, 9783, 474275, 219328]",617
"[191514, 10148, 238129, 56763]",1,"[69337, 9783, 474275, 219328]",309
"[160060, 351330, 206675, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[11855, 81730, 58470, 128345]",1,"[8117, 9783, 69337, 219328]",308
"[41508, 420563, 88123, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[232378, 364897, 278993, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[124596, 327218, 171211, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[216004, 300548, 262619, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[123970, 245988, 170585, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[109225, 186114, 155840, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[327051, 61772, 373666, 108387]",1,"[69337, 9783, 474275, 219328]",309
"[326021, 53006, 372636, 99621]",1,"[69337, 9783, 474275, 219328]",309
"[424815, 175380, 471430, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[177424, 289083, 224039, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[247058, 178585, 293673, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[142072, 23231, 188687, 69846]",1,"[69337, 9783, 474275, 219328]",309
"[281790, 31370, 328405, 77985]",1,"[69337, 9783, 474275, 219328]",309
"[107800, 201424, 154415, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[50120, 118003, 96735, 164618]",1,"[42574, 9783, 114520, 219328]",308
"[283113, 189388, 329728, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[106570, 113824, 153185, 160439]",1,"[69337, 9783, 474275, 219328]",309
"[139858, 360788, 186473, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[390336, 393784, 436951, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[166096, 171816, 212711, 218431]",1,"[69337, 9783, 474275, 219328]",309
"[279121, 209795, 325736, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[141621, 260868, 188236, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[188440, 381661, 235055, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[133926, 31449, 180541, 78064]",1,"[69337, 9783, 474275, 219328]",309
"[168451, 297510, 215066, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[46042, 12944, 92657, 59559]",1,"[42574, 9783, 114520, 219328]",308
"[249777, 267797, 296392, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[388018, 237859, 434633, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[33004, 224186, 79619, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[266896, 249557, 313511, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[238860, 70047, 285475, 116662]",1,"[69337, 9783, 474275, 219328]",309
"[53004, 50834, 99619, 97449]",1,"[42574, 9783, 114520, 219328]",308
"[134546, 59880, 181161, 106495]",1,"[69337, 9783, 474275, 219328]",309
"[409428, 88750, 456043, 135365]",1,"[69337, 9783, 474275, 219328]",309
"[225178, 120034, 271793, 166649]",1,"[69337, 9783, 474275, 219328]",309
"[239139, 329377, 285754, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[48562, 231954, 95177, 219328]",1,"[42574, 9783, 114520, 219328]",308
"[301199, 403864, 347814, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[214933, 28748, 261548, 75363]",1,"[69337, 9783, 474275, 219328]",309
"[102692, 139046, 149307, 185661]",1,"[69337, 9783, 474275, 219328]",309
"[265025, 123486, 311640, 170101]",1,"[69337, 9783, 474275, 219328]",309
"[75270, 154391, 121885, 201006]",1,"[69337, 9783, 474275, 219328]",309
"[192720, 175677, 239335, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[236100, 64365, 282715, 110980]",1,"[69337, 9783, 474275, 219328]",309
