BRC Query: Medium,Points,Num Of Points
"[52508, 111947, 145739, 205178]",[],0
"[124015, 40180, 217246, 133411]","[(181333, 62750), (200563, 62770)]",2
"[209869, 12233, 303100, 105464]","[(217026, 12784), (219818, 13637), (250983, 13907), (286201, 14322), (221990, 14496), (244062, 15465), (229026, 16672), (232460, 17215), (277400, 19941), (260858, 24535)]",10
"[59537, 214585, 152768, 219328]",[],0
"[299869, 280224, 393100, 219328]",[],0
"[160066, 243283, 253297, 219328]",[],0
"[264293, 314767, 357524, 219328]",[],0
"[364267, 122020, 457498, 215251]",[],0
"[229910, 51980, 323141, 145211]",[],0
"[201228, 123532, 294459, 216763]","[(249218, 208706)]",1
"[144912, 314945, 238143, 219328]",[],0
"[95453, 234201, 188684, 219328]",[],0
"[108751, 196084, 201982, 219328]",[],0
"[68416, 41596, 161647, 134827]","[(103123, 45841), (97257, 47150), (72803, 67715)]",3
"[376169, 22597, 469400, 115828]","[(462771, 37243)]",1
"[283795, 244891, 377026, 219328]",[],0
"[363018, 113859, 456249, 207090]",[],0
"[70460, 268733, 163691, 219328]",[],0
"[216759, 142586, 309990, 219328]","[(249218, 208706), (243245, 219327)]",2
"[116766, 344184, 209997, 219328]",[],0
"[30190, 121307, 123421, 214538]",[],0
"[334966, 84848, 428197, 178079]",[],0
"[62973, 111910, 156204, 205141]",[],0
"[248454, 206314, 341685, 219328]","[(249218, 208706)]",1
"[197721, 294583, 290952, 219328]",[],0
"[87459, 63034, 180690, 156265]",[],0
"[320718, 263917, 413949, 219328]",[],0
"[85922, 303765, 179153, 219328]",[],0
"[220929, 342803, 314160, 219328]",[],0
"[364595, 230016, 457826, 219328]",[],0
"[281390, 267852, 374621, 219328]",[],0
"[364275, 177179, 457506, 219328]",[],0
"[269443, 269551, 362674, 219328]",[],0
"[341073, 359425, 434304, 219328]",[],0
"[114018, 292705, 207249, 219328]",[],0
"[327812, 122817, 421043, 216048]",[],0
"[13205, 186490, 106436, 219328]",[],0
"[378051, 174976, 471282, 219328]",[],0
"[176845, 26712, 270076, 119943]","[(181333, 62750), (200563, 62770)]",2
"[283424, 85903, 376655, 179134]",[],0
"[142797, 324045, 236028, 219328]",[],0
"[89856, 206824, 183087, 219328]",[],0
"[313749, 162458, 406980, 219328]",[],0
"[378459, 254758, 471690, 219328]",[],0
"[42908, 52494, 136139, 145725]","[(45785, 56718), (59458, 97155), (72803, 67715)]",3
"[278926, 28782, 372157, 122013]",[],0
"[42905, 126129, 136136, 219328]",[],0
"[76533, 29419, 169764, 122650]","[(91686, 32602), (98740, 33456), (105291, 33531), (145935, 34939), (110575, 36221), (97885, 36791), (103123, 45841), (97257, 47150)]",8
"[165638, 16130, 258869, 109361]","[(229026, 16672), (232460, 17215), (194547, 17907), (165683, 22519), (181333, 62750), (200563, 62770)]",6
"[243306, 181443, 336537, 219328]","[(249218, 208706)]",1
"[92364, 86141, 185595, 179372]","[(182621, 142145)]",1
"[352093, 249674, 445324, 219328]",[],0
"[202796, 272882, 296027, 219328]",[],0
"[208516, 285888, 301747, 219328]",[],0
"[271534, 25742, 364765, 118973]",[],0
"[308991, 55642, 402222, 148873]",[],0
"[363883, 279697, 457114, 219328]",[],0
"[322764, 48150, 415995, 141381]",[],0
"[231655, 116175, 324886, 209406]","[(249218, 208706)]",1
"[159984, 288829, 253215, 219328]",[],0
"[321963, 227185, 415194, 219328]",[],0
"[260935, 211839, 354166, 219328]",[],0
"[326585, 315553, 419816, 219328]",[],0
"[130575, 18855, 223806, 112086]","[(148995, 19294), (155423, 20233), (165683, 22519), (145935, 34939), (181333, 62750), (200563, 62770)]",6
"[352566, 9783, 445797, 101474]","[(355045, 9783), (364501, 9783), (367671, 9783), (370147, 9783), (403477, 9783), (443074, 12940), (358657, 15258)]",7
"[103521, 166683, 196752, 219328]",[],0
"[273856, 307100, 367087, 219328]",[],0
"[141527, 182540, 234758, 219328]",[],0
"[42521, 266858, 135752, 219328]",[],0
"[145484, 166873, 238715, 219328]",[],0
"[222064, 209527, 315295, 219328]","[(243245, 219327)]",1
"[209275, 40758, 302506, 133989]",[],0
"[93992, 344177, 187223, 219328]",[],0
"[74869, 133396, 168100, 219328]",[],0
"[158633, 183242, 251864, 219328]","[(249218, 208706), (243245, 219327)]",2
"[37229, 26956, 130460, 120187]","[(60551, 27192), (53468, 27679), (59032, 35658), (42096, 38413), (50806, 40774), (45785, 56718), (37985, 59118), (59458, 97155), (91686, 32602), (98740, 33456), (105291, 33531), (110575, 36221), (97885, 36791), (103123, 45841), (97257, 47150), (72803, 67715)]",16
"[260472, 227199, 353703, 219328]",[],0
"[81991, 265978, 175222, 219328]",[],0
"[323720, 50909, 416951, 144140]",[],0
"[361247, 374435, 454478, 219328]",[],0
"[87480, 193071, 180711, 219328]",[],0
"[223672, 26561, 316903, 119792]",[],0
"[328861, 252581, 422092, 219328]",[],0
"[210850, 248703, 304081, 219328]",[],0
"[32775, 61322, 126006, 154553]","[(59458, 97155), (72803, 67715)]",2
"[254998, 87477, 348229, 180708]",[],0
"[18722, 25138, 111953, 118369]","[(40142, 26381), (60551, 27192), (33518, 27430), (53468, 27679), (59032, 35658), (42096, 38413), (50806, 40774), (45785, 56718), (37985, 59118), (59458, 97155), (85915, 25965), (111501, 26612), (91686, 32602), (98740, 33456), (105291, 33531), (110575, 36221), (97885, 36791), (103123, 45841), (97257, 47150), (72803, 67715)]",20
"[321798, 331812, 415029, 219328]",[],0
"[77691, 338400, 170922, 219328]",[],0
"[177939, 63320, 271170, 156551]","[(182621, 142145)]",1
"[375160, 296026, 468391, 219328]",[],0
"[348375, 189870, 441606, 219328]",[],0
"[110339, 209136, 203570, 219328]",[],0
"[265185, 66311, 358416, 159542]",[],0
"[39658, 327995, 132889, 219328]",[],0
"[375547, 253058, 468778, 219328]",[],0
"[330203, 339630, 423434, 219328]",[],0
"[185255, 349151, 278486, 219328]",[],0
"[73298, 365959, 166529, 219328]",[],0
"[334243, 163508, 427474, 219328]",[],0
"[74758, 211354, 167989, 219328]",[],0
"[162154, 365160, 255385, 219328]",[],0
"[71845, 280226, 165076, 219328]",[],0
"[107274, 28136, 200505, 121367]","[(145935, 34939), (110575, 36221), (181333, 62750)]",3
"[213651, 241204, 306882, 219328]",[],0
"[202932, 107982, 296163, 201213]",[],0
"[246914, 195053, 340145, 219328]","[(249218, 208706)]",1
"[339474, 47616, 432705, 140847]",[],0
"[31521, 29078, 124752, 122309]","[(59032, 35658), (42096, 38413), (50806, 40774), (45785, 56718), (37985, 59118), (59458, 97155), (91686, 32602), (98740, 33456), (105291, 33531), (110575, 36221), (97885, 36791), (103123, 45841), (97257, 47150), (72803, 67715)]",14
"[263007, 142012, 356238, 219328]",[],0
"[22092, 280779, 115323, 219328]",[],0
"[357560, 306571, 450791, 219328]",[],0
"[307903, 121352, 401134, 214583]",[],0
"[128522, 57125, 221753, 150356]","[(181333, 62750), (200563, 62770), (182621, 142145)]",3
"[337069, 271526, 430300, 219328]",[],0
"[374333, 282692, 467564, 219328]",[],0
"[228376, 273986, 321607, 219328]",[],0
"[168188, 67594, 261419, 160825]","[(182621, 142145)]",1
"[84500, 231448, 177731, 219328]",[],0
"[304870, 229396, 398101, 219328]",[],0
"[52173, 63043, 145404, 156274]","[(59458, 97155), (72803, 67715)]",2
"[226032, 41106, 319263, 134337]",[],0
"[60132, 225781, 153363, 219328]",[],0
"[89988, 24213, 183219, 117444]","[(111501, 26612), (91686, 32602), (98740, 33456), (105291, 33531), (145935, 34939), (110575, 36221), (97885, 36791), (103123, 45841), (97257, 47150), (181333, 62750)]",10
"[242326, 234130, 335557, 219328]",[],0
"[367997, 226755, 461228, 219328]",[],0
"[23916, 268491, 117147, 219328]",[],0
"[178247, 140544, 271478, 219328]","[(182621, 142145), (249218, 208706), (243245, 219327)]",3
"[49293, 192930, 142524, 219328]",[],0
"[44989, 71754, 138220, 164985]","[(59458, 97155)]",1
"[196469, 370806, 289700, 219328]",[],0
"[23519, 189229, 116750, 219328]",[],0
"[190505, 101391, 283736, 194622]",[],0
"[13341, 128961, 106572, 219328]",[],0
"[199902, 45088, 293133, 138319]","[(200563, 62770)]",1
"[320901, 83242, 414132, 176473]",[],0
